,Locality,Total Count,Total Expenditures,month,year
11443,013 - Arlington,175,202787.2,9,2021
503,013 - Arlington,309,426073.48,4,2022
1625,013 - Arlington,301,413313.1,8,2022
2619,013 - Arlington,318,447555.76,12,2022
3489,013 - Arlington,268,331035.3,2,2022
4484,013 - Arlington,247,323043.94,1,2022
5603,013 - Arlington,321,432407.35,7,2022
6473,013 - Arlington,315,414800.56,6,2022
7470,013 - Arlington,270,323268.16,3,2022
8460,013 - Arlington,311,390382.92,5,2022
9578,013 - Arlington,311,418508.59,11,2022
10571,013 - Arlington,309,395614.13,10,2022
11567,013 - Arlington,314,437641.16,9,2022
627,013 - Arlington,367,523116.48,4,2023
1750,013 - Arlington,373,548036.1,8,2023
2744,013 - Arlington,386,577222.99,12,2023
3613,013 - Arlington,331,466335.52,2,2023
4609,013 - Arlington,328,449006.27,1,2023
5727,013 - Arlington,388,602961.5,7,2023
6597,013 - Arlington,368,571174.75,6,2023
7594,013 - Arlington,349,438421.21,3,2023
8584,013 - Arlington,346,465197.1,5,2023
9703,013 - Arlington,359,561338.64,11,2023
10696,013 - Arlington,393,546474.11,10,2023
11692,013 - Arlington,398,605007.57,9,2023
752,013 - Arlington,400,593376.69,4,2024
1876,013 - Arlington,439,742118.96,8,2024
2870,013 - Arlington,337,491195,12,2024
3738,013 - Arlington,378,603321.92,2,2024
4733,013 - Arlington,366,514471.18,1,2024
5854,013 - Arlington,420,610713.2,7,2024
6723,013 - Arlington,423,697676.66,6,2024
7718,013 - Arlington,382,577613.24,3,2024
8710,013 - Arlington,396,613846.44,5,2024
9829,013 - Arlington,353,545800,11,2024
10821,013 - Arlington,353,510742.76,10,2024
11817,013 - Arlington,422,629560.3,9,2024
878,013 - Arlington,388,571510,4,2025
3865,013 - Arlington,363,593267,2,2025
4859,013 - Arlington,347,507082,1,2025
6849,013 - Arlington,404,636924,6,2025
7844,013 - Arlington,372,521814,3,2025
8835,013 - Arlington,402,619100,5,2025
1005,015 - Augusta,106,41730,8,2017
2003,015 - Augusta,116,39191,12,2017
4986,015 - Augusta,99,45296,7,2017
8962,015 - Augusta,106,39729,11,2017
9956,015 - Augusta,103,29708,10,2017
10948,015 - Augusta,100,40341,9,2017
8,015 - Augusta,99,32727,4,2018
1129,015 - Augusta,88,47327,8,2018
2127,015 - Augusta,69,28123,12,2018
2997,015 - Augusta,100,43492,2,2018
3992,015 - Augusta,104,37130,1,2018
5110,015 - Augusta,100,53813,7,2018
5981,015 - Augusta,103,37114,6,2018
6976,015 - Augusta,83,28336,3,2018
7971,015 - Augusta,95,35572,5,2018
9086,015 - Augusta,78,35054,11,2018
10079,015 - Augusta,89,36634,10,2018
11072,015 - Augusta,85,36726,9,2018
133,015 - Augusta,82,31519,4,2019
1254,015 - Augusta,95,49431,8,2019
2251,015 - Augusta,85,37079,12,2019
3121,015 - Augusta,69,38260,2,2019
4116,015 - Augusta,66,27471,1,2019
5235,015 - Augusta,96,48177,7,2019
6104,015 - Augusta,91,38591,6,2019
7100,015 - Augusta,77,29996,3,2019
8096,015 - Augusta,82,33531,5,2019
9209,015 - Augusta,82,40393,11,2019
10203,015 - Augusta,83,36971,10,2019
11197,015 - Augusta,95,37699,9,2019
258,015 - Augusta,91,39895.6,4,2020
1379,015 - Augusta,86,51455,8,2020
2375,015 - Augusta,86,37205.89,12,2020
3245,015 - Augusta,89,45062,2,2020
4240,015 - Augusta,83,38465,1,2020
5359,015 - Augusta,87,58656,7,2020
6229,015 - Augusta,80,40346,6,2020
7225,015 - Augusta,88,37519.8,3,2020
8221,015 - Augusta,79,37650,5,2020
9333,015 - Augusta,85,35749.82,11,2020
10327,015 - Augusta,90,42095,10,2020
11321,015 - Augusta,87,50686,9,2020
383,015 - Augusta,75,34873.64,4,2021
1502,015 - Augusta,86,50065.54,8,2021
2495,015 - Augusta,83,40951.54,12,2021
3370,015 - Augusta,74,32534.02,2,2021
4365,015 - Augusta,79,33236.71,1,2021
5480,015 - Augusta,87,55556.02,7,2021
6351,015 - Augusta,82,41082.78,6,2021
7350,015 - Augusta,72,28002.09,3,2021
8340,015 - Augusta,80,38932.44,5,2021
9455,015 - Augusta,84,45919.52,11,2021
10448,015 - Augusta,93,52083.59,10,2021
11444,015 - Augusta,92,45838.1,9,2021
504,015 - Augusta,82,50257.03,4,2022
1626,015 - Augusta,117,78371.81,8,2022
2620,015 - Augusta,122,99650.14,12,2022
3490,015 - Augusta,94,48276.03,2,2022
4485,015 - Augusta,87,56395.17,1,2022
5604,015 - Augusta,91,54358.22,7,2022
6474,015 - Augusta,96,51399.42,6,2022
7471,015 - Augusta,81,38607.72,3,2022
8461,015 - Augusta,95,60671.81,5,2022
9579,015 - Augusta,122,93445.27,11,2022
10572,015 - Augusta,134,70677.42,10,2022
11568,015 - Augusta,121,65517.33,9,2022
628,015 - Augusta,138,115541.69,4,2023
1751,015 - Augusta,170,149911.25,8,2023
2745,015 - Augusta,152,112843.72,12,2023
3614,015 - Augusta,135,100262.18,2,2023
4610,015 - Augusta,125,98988.14,1,2023
5728,015 - Augusta,146,125830.19,7,2023
6598,015 - Augusta,151,126934.19,6,2023
7595,015 - Augusta,120,80520.6,3,2023
8585,015 - Augusta,133,90260.28,5,2023
9704,015 - Augusta,144,110158.2,11,2023
10697,015 - Augusta,143,101026.62,10,2023
11693,015 - Augusta,163,119377.9,9,2023
753,015 - Augusta,159,106912.06,4,2024
1877,015 - Augusta,155,141475.53,8,2024
2871,015 - Augusta,133,86710,12,2024
3739,015 - Augusta,161,128659.01,2,2024
4734,015 - Augusta,148,117325.34,1,2024
5855,015 - Augusta,167,155305.92,7,2024
6724,015 - Augusta,149,116048.66,6,2024
7719,015 - Augusta,161,111130.73,3,2024
8711,015 - Augusta,159,119280.76,5,2024
9830,015 - Augusta,133,102761,11,2024
10822,015 - Augusta,137,88520,10,2024
11818,015 - Augusta,151,101171.92,9,2024
879,015 - Augusta,143,96156,4,2025
3866,015 - Augusta,143,110251,2,2025
4860,015 - Augusta,132,97819,1,2025
6850,015 - Augusta,136,92667,6,2025
7845,015 - Augusta,137,81947,3,2025
8836,015 - Augusta,137,91945,5,2025
9,017 - Bath,REDACTED,298,4,2018
5111,017 - Bath,REDACTED,196,7,2018
7972,017 - Bath,REDACTED,1451,5,2018
1627,017 - Bath,REDACTED,290,8,2022
2621,017 - Bath,REDACTED,820,12,2022
9580,017 - Bath,REDACTED,369,11,2022
10573,017 - Bath,REDACTED,270,10,2022
11569,017 - Bath,REDACTED,570,9,2022
629,017 - Bath,REDACTED,678,4,2023
1752,017 - Bath,REDACTED,1028,8,2023
3615,017 - Bath,REDACTED,678,2,2023
4611,017 - Bath,REDACTED,697,1,2023
5729,017 - Bath,REDACTED,637,7,2023
6599,017 - Bath,REDACTED,1006,6,2023
7596,017 - Bath,REDACTED,596,3,2023
8586,017 - Bath,REDACTED,268,5,2023
10698,017 - Bath,REDACTED,1287,10,2023
11694,017 - Bath,REDACTED,1340,9,2023
754,017 - Bath,REDACTED,861,4,2024
1878,017 - Bath,REDACTED,5359,8,2024
2872,017 - Bath,REDACTED,4680,12,2024
3740,017 - Bath,REDACTED,1043,2,2024
5856,017 - Bath,REDACTED,1048,7,2024
7720,017 - Bath,REDACTED,861,3,2024
9831,017 - Bath,REDACTED,5970,11,2024
10823,017 - Bath,REDACTED,4947,10,2024
11819,017 - Bath,REDACTED,5997,9,2024
880,017 - Bath,10,9201,4,2025
3867,017 - Bath,REDACTED,6706,2,2025
4861,017 - Bath,REDACTED,4764,1,2025
6851,017 - Bath,11,9179,6,2025
7846,017 - Bath,REDACTED,7212,3,2025
8837,017 - Bath,11,9273,5,2025
1006,019 - Bedford County,92,34756,8,2017
2004,019 - Bedford County,87,33590,12,2017
4987,019 - Bedford County,80,28832,7,2017
8963,019 - Bedford County,65,20378,11,2017
9957,019 - Bedford County,79,24099,10,2017
10949,019 - Bedford County,88,27237,9,2017
10,019 - Bedford County,82,33228,4,2018
1130,019 - Bedford County,77,33084,8,2018
2128,019 - Bedford County,60,24586,12,2018
2998,019 - Bedford County,82,34002,2,2018
3993,019 - Bedford County,86,33970,1,2018
5112,019 - Bedford County,81,35742,7,2018
5982,019 - Bedford County,86,30392,6,2018
6977,019 - Bedford County,92,31707,3,2018
7973,019 - Bedford County,90,32131,5,2018
9087,019 - Bedford County,58,29258,11,2018
10080,019 - Bedford County,66,29259,10,2018
11073,019 - Bedford County,69,24665,9,2018
134,019 - Bedford County,69,28459,4,2019
1255,019 - Bedford County,99,52198,8,2019
2252,019 - Bedford County,87,36924.2,12,2019
3122,019 - Bedford County,63,26266,2,2019
4117,019 - Bedford County,59,23633,1,2019
5236,019 - Bedford County,94,46020,7,2019
6105,019 - Bedford County,90,32479,6,2019
7101,019 - Bedford County,61,20764,3,2019
8097,019 - Bedford County,78,30302,5,2019
9210,019 - Bedford County,89,38827.8,11,2019
10204,019 - Bedford County,89,38305.2,10,2019
11198,019 - Bedford County,90,39665.8,9,2019
259,019 - Bedford County,89,39993.6,4,2020
1380,019 - Bedford County,96,48291,8,2020
2376,019 - Bedford County,72,30934.8,12,2020
3246,019 - Bedford County,102,47328.4,2,2020
4241,019 - Bedford County,88,38411.2,1,2020
5360,019 - Bedford County,94,59417.2,7,2020
6230,019 - Bedford County,84,46127.2,6,2020
7226,019 - Bedford County,101,39319.4,3,2020
8222,019 - Bedford County,73,35927.6,5,2020
9334,019 - Bedford County,78,35505.4,11,2020
10328,019 - Bedford County,99,41998.8,10,2020
11322,019 - Bedford County,97,46726.6,9,2020
384,019 - Bedford County,84,41482.8,4,2021
1503,019 - Bedford County,121,71370,8,2021
2496,019 - Bedford County,156,84376.8,12,2021
3371,019 - Bedford County,77,34658.6,2,2021
4366,019 - Bedford County,77,36514.6,1,2021
5481,019 - Bedford County,106,75256,7,2021
6352,019 - Bedford County,97,48920,6,2021
7351,019 - Bedford County,78,34752.6,3,2021
8341,019 - Bedford County,95,51326.2,5,2021
9456,019 - Bedford County,154,77285.8,11,2021
10449,019 - Bedford County,145,77662,10,2021
11445,019 - Bedford County,133,70652.2,9,2021
505,019 - Bedford County,180,95227,4,2022
1628,019 - Bedford County,218,117145.8,8,2022
2622,019 - Bedford County,216,160324.8,12,2022
3491,019 - Bedford County,167,80113,2,2022
4486,019 - Bedford County,166,92532.6,1,2022
5605,019 - Bedford County,211,138224.6,7,2022
6475,019 - Bedford County,190,96805.2,6,2022
7472,019 - Bedford County,175,81232.4,3,2022
8462,019 - Bedford County,192,111618.8,5,2022
9581,019 - Bedford County,220,147597,11,2022
10574,019 - Bedford County,212,108633.4,10,2022
11570,019 - Bedford County,230,113677.6,9,2022
630,019 - Bedford County,238,165899.84,4,2023
1753,019 - Bedford County,241,168199.68,8,2023
2746,019 - Bedford County,227,158500.79,12,2023
3616,019 - Bedford County,236,160087.76,2,2023
4612,019 - Bedford County,234,182590.1,1,2023
5730,019 - Bedford County,231,189128.76,7,2023
6600,019 - Bedford County,220,156896.84,6,2023
7597,019 - Bedford County,245,146180.63,3,2023
8587,019 - Bedford County,231,135935.6,5,2023
9705,019 - Bedford County,229,155808.14,11,2023
10699,019 - Bedford County,237,152450.68,10,2023
11695,019 - Bedford County,268,192853.84,9,2023
755,019 - Bedford County,237,153270.65,4,2024
1879,019 - Bedford County,265,206076.23,8,2024
2873,019 - Bedford County,229,145812,12,2024
3741,019 - Bedford County,244,168483.16,2,2024
4735,019 - Bedford County,235,151975.73,1,2024
5857,019 - Bedford County,255,191709.75,7,2024
6725,019 - Bedford County,255,175251.19,6,2024
7721,019 - Bedford County,239,154219.32,3,2024
8712,019 - Bedford County,236,167013.3,5,2024
9832,019 - Bedford County,244,166334,11,2024
10824,019 - Bedford County,230,145758.71,10,2024
11820,019 - Bedford County,261,171578.72,9,2024
881,019 - Bedford County,248,160603,4,2025
3868,019 - Bedford County,244,172847,2,2025
4862,019 - Bedford County,234,153538,1,2025
6852,019 - Bedford County,249,161636,6,2025
7847,019 - Bedford County,240,136886,3,2025
8838,019 - Bedford County,252,164111,5,2025
1007,021 - Bland,REDACTED,1751,8,2017
2005,021 - Bland,REDACTED,356,12,2017
4988,021 - Bland,REDACTED,1611,7,2017
8964,021 - Bland,REDACTED,374,11,2017
9958,021 - Bland,REDACTED,362,10,2017
10950,021 - Bland,11,1590,9,2017
11,021 - Bland,REDACTED,1058,4,2018
1131,021 - Bland,REDACTED,1351,8,2018
2129,021 - Bland,REDACTED,712,12,2018
2999,021 - Bland,REDACTED,423,2,2018
3994,021 - Bland,REDACTED,296,1,2018
5113,021 - Bland,REDACTED,1176,7,2018
5983,021 - Bland,REDACTED,1029,6,2018
6978,021 - Bland,REDACTED,721,3,2018
7974,021 - Bland,REDACTED,1446,5,2018
9088,021 - Bland,REDACTED,1130,11,2018
10081,021 - Bland,REDACTED,1212,10,2018
11074,021 - Bland,REDACTED,621,9,2018
135,021 - Bland,11,2558,4,2019
1256,021 - Bland,11,2200,8,2019
2253,021 - Bland,REDACTED,1283,12,2019
3123,021 - Bland,10,3051,2,2019
4118,021 - Bland,REDACTED,664,1,2019
5237,021 - Bland,12,2240,7,2019
6106,021 - Bland,11,2055,6,2019
7102,021 - Bland,11,3084,3,2019
8098,021 - Bland,11,2111,5,2019
9211,021 - Bland,REDACTED,1729,11,2019
10205,021 - Bland,REDACTED,1573,10,2019
11199,021 - Bland,10,1940,9,2019
260,021 - Bland,REDACTED,1111,4,2020
1381,021 - Bland,REDACTED,2343.8,8,2020
2377,021 - Bland,REDACTED,1041,12,2020
3247,021 - Bland,REDACTED,1549,2,2020
4242,021 - Bland,REDACTED,1336,1,2020
5361,021 - Bland,REDACTED,1486,7,2020
6231,021 - Bland,REDACTED,1041,6,2020
7227,021 - Bland,REDACTED,1404,3,2020
8223,021 - Bland,REDACTED,1115,5,2020
9335,021 - Bland,REDACTED,1403.4,11,2020
10329,021 - Bland,REDACTED,1533,10,2020
11323,021 - Bland,REDACTED,938,9,2020
385,021 - Bland,REDACTED,792.8,4,2021
1504,021 - Bland,REDACTED,2019.6,8,2021
2497,021 - Bland,REDACTED,2020.6,12,2021
3372,021 - Bland,REDACTED,174,2,2021
4367,021 - Bland,REDACTED,485.6,1,2021
5482,021 - Bland,REDACTED,2337.6,7,2021
6353,021 - Bland,REDACTED,883.4,6,2021
7352,021 - Bland,REDACTED,348,3,2021
8342,021 - Bland,REDACTED,788.8,5,2021
9457,021 - Bland,REDACTED,2647,11,2021
10450,021 - Bland,REDACTED,2647.4,10,2021
11446,021 - Bland,REDACTED,2784.6,9,2021
506,021 - Bland,REDACTED,1424,4,2022
1629,021 - Bland,REDACTED,3087,8,2022
2623,021 - Bland,REDACTED,6871,12,2022
3492,021 - Bland,REDACTED,1977.4,2,2022
4487,021 - Bland,REDACTED,1418.4,1,2022
5606,021 - Bland,REDACTED,3214,7,2022
6476,021 - Bland,REDACTED,2389,6,2022
7473,021 - Bland,REDACTED,1619,3,2022
8463,021 - Bland,REDACTED,1911,5,2022
9582,021 - Bland,REDACTED,6720,11,2022
10575,021 - Bland,REDACTED,2691,10,2022
11571,021 - Bland,REDACTED,2735,9,2022
631,021 - Bland,REDACTED,6504,4,2023
1754,021 - Bland,REDACTED,7605,8,2023
2747,021 - Bland,11,8046,12,2023
3617,021 - Bland,REDACTED,4978,2,2023
4613,021 - Bland,REDACTED,6195,1,2023
5731,021 - Bland,REDACTED,8010,7,2023
6601,021 - Bland,10,9269,6,2023
7598,021 - Bland,REDACTED,4502,3,2023
8588,021 - Bland,REDACTED,5256,5,2023
9706,021 - Bland,10,10158,11,2023
10700,021 - Bland,10,9340,10,2023
11696,021 - Bland,REDACTED,11122,9,2023
756,021 - Bland,11,7903,4,2024
1880,021 - Bland,13,8749,8,2024
2874,021 - Bland,REDACTED,6158,12,2024
3742,021 - Bland,10,9547,2,2024
4736,021 - Bland,11,9259,1,2024
5858,021 - Bland,13,9606,7,2024
6726,021 - Bland,12,10410,6,2024
7722,021 - Bland,13,8423,3,2024
8713,021 - Bland,11,8026,5,2024
9833,021 - Bland,11,6643,11,2024
10825,021 - Bland,12,11023,10,2024
11821,021 - Bland,13,6638,9,2024
882,021 - Bland,11,8331,4,2025
3869,021 - Bland,REDACTED,6433,2,2025
4863,021 - Bland,10,6854,1,2025
6853,021 - Bland,11,4645,6,2025
7848,021 - Bland,REDACTED,5020,3,2025
8839,021 - Bland,12,9516,5,2025
1008,023 - Botetourt,66,36135,8,2017
2006,023 - Botetourt,47,20023,12,2017
4989,023 - Botetourt,67,30931,7,2017
8965,023 - Botetourt,50,24818,11,2017
9959,023 - Botetourt,55,19357,10,2017
10951,023 - Botetourt,61,23912,9,2017
12,023 - Botetourt,55,19306,4,2018
1132,023 - Botetourt,60,34969,8,2018
2130,023 - Botetourt,50,26929,12,2018
3000,023 - Botetourt,58,28270,2,2018
3995,023 - Botetourt,52,19749,1,2018
5114,023 - Botetourt,49,27606,7,2018
5984,023 - Botetourt,44,18747,6,2018
6979,023 - Botetourt,54,23964,3,2018
7975,023 - Botetourt,51,19087,5,2018
9089,023 - Botetourt,47,29086,11,2018
10082,023 - Botetourt,56,29647,10,2018
11075,023 - Botetourt,63,32004,9,2018
136,023 - Botetourt,50,26344,4,2019
1257,023 - Botetourt,50,32935.6,8,2019
2254,023 - Botetourt,38,19106.6,12,2019
3124,023 - Botetourt,55,33740,2,2019
4119,023 - Botetourt,49,21108,1,2019
5238,023 - Botetourt,51,28314,7,2019
6107,023 - Botetourt,52,26808,6,2019
7103,023 - Botetourt,54,30375,3,2019
8099,023 - Botetourt,57,30485,5,2019
9212,023 - Botetourt,38,20785.8,11,2019
10206,023 - Botetourt,45,21294.4,10,2019
11200,023 - Botetourt,47,26305.6,9,2019
261,023 - Botetourt,43,18586.6,4,2020
1382,023 - Botetourt,39,23561,8,2020
2378,023 - Botetourt,35,19834,12,2020
3248,023 - Botetourt,42,22348.6,2,2020
4243,023 - Botetourt,42,19278.6,1,2020
5362,023 - Botetourt,40,28322.6,7,2020
6232,023 - Botetourt,37,22046.6,6,2020
7228,023 - Botetourt,42,19062.6,3,2020
8224,023 - Botetourt,34,15140.8,5,2020
9336,023 - Botetourt,27,14047.2,11,2020
10330,023 - Botetourt,29,13207.6,10,2020
11324,023 - Botetourt,36,20033.8,9,2020
386,023 - Botetourt,32,15954,4,2021
1505,023 - Botetourt,51,31446,8,2021
2498,023 - Botetourt,56,26939.6,12,2021
3373,023 - Botetourt,30,16038.4,2,2021
4368,023 - Botetourt,31,15627.2,1,2021
5483,023 - Botetourt,46,33444,7,2021
6354,023 - Botetourt,42,22242.6,6,2021
7353,023 - Botetourt,33,13249.6,3,2021
8343,023 - Botetourt,35,20590.8,5,2021
9458,023 - Botetourt,60,28566.8,11,2021
10451,023 - Botetourt,57,27569,10,2021
11447,023 - Botetourt,61,31336.4,9,2021
507,023 - Botetourt,58,32541.8,4,2022
1630,023 - Botetourt,72,40580.6,8,2022
2624,023 - Botetourt,86,62116.14,12,2022
3493,023 - Botetourt,56,30442.6,2,2022
4488,023 - Botetourt,57,30549.6,1,2022
5607,023 - Botetourt,65,40081.2,7,2022
6477,023 - Botetourt,64,35401.4,6,2022
7474,023 - Botetourt,58,28991.8,3,2022
8464,023 - Botetourt,63,30314.6,5,2022
9583,023 - Botetourt,82,56061.27,11,2022
10576,023 - Botetourt,75,40773.2,10,2022
11572,023 - Botetourt,76,39285.4,9,2022
632,023 - Botetourt,93,69179.88,4,2023
1755,023 - Botetourt,85,58392.14,8,2023
2748,023 - Botetourt,88,57651.32,12,2023
3618,023 - Botetourt,92,63605.32,2,2023
4614,023 - Botetourt,90,65416.14,1,2023
5732,023 - Botetourt,91,71532.73,7,2023
6602,023 - Botetourt,95,67692.88,6,2023
7599,023 - Botetourt,90,57394.2,3,2023
8589,023 - Botetourt,96,55274.3,5,2023
9707,023 - Botetourt,88,57882.72,11,2023
10701,023 - Botetourt,83,59178.66,10,2023
11697,023 - Botetourt,85,56801.45,9,2023
757,023 - Botetourt,88,57460.15,4,2024
1881,023 - Botetourt,87,77252.45,8,2024
2875,023 - Botetourt,72,52728,12,2024
3743,023 - Botetourt,89,64006.38,2,2024
4737,023 - Botetourt,87,55785.6,1,2024
5859,023 - Botetourt,92,68563.5,7,2024
6727,023 - Botetourt,89,63420.45,6,2024
7723,023 - Botetourt,90,56712.07,3,2024
8714,023 - Botetourt,85,57721,5,2024
9834,023 - Botetourt,81,59144,11,2024
10826,023 - Botetourt,83,58180.5,10,2024
11822,023 - Botetourt,87,60574.65,9,2024
883,023 - Botetourt,87,56665,4,2025
3870,023 - Botetourt,77,60492,2,2025
4864,023 - Botetourt,80,56574,1,2025
6854,023 - Botetourt,77,54410,6,2025
7849,023 - Botetourt,85,51085,3,2025
8840,023 - Botetourt,77,55737,5,2025
1009,025 - Brunswick,18,5552,8,2017
2007,025 - Brunswick,15,4497,12,2017
4990,025 - Brunswick,18,5540,7,2017
8966,025 - Brunswick,17,4683,11,2017
9960,025 - Brunswick,16,4402,10,2017
10952,025 - Brunswick,18,5170,9,2017
13,025 - Brunswick,14,4201,4,2018
1133,025 - Brunswick,18,6289,8,2018
2131,025 - Brunswick,18,6079,12,2018
3001,025 - Brunswick,14,4166,2,2018
3996,025 - Brunswick,14,3215,1,2018
5115,025 - Brunswick,18,6608,7,2018
5985,025 - Brunswick,15,4971,6,2018
6980,025 - Brunswick,14,3875,3,2018
7976,025 - Brunswick,16,4444,5,2018
9090,025 - Brunswick,18,6039,11,2018
10083,025 - Brunswick,14,3824,10,2018
11076,025 - Brunswick,19,5676,9,2018
137,025 - Brunswick,21,6404,4,2019
1258,025 - Brunswick,22,4544,8,2019
2255,025 - Brunswick,19,4798,12,2019
3125,025 - Brunswick,16,5015,2,2019
4120,025 - Brunswick,16,3401,1,2019
5239,025 - Brunswick,20,5162,7,2019
6108,025 - Brunswick,18,5451,6,2019
7104,025 - Brunswick,22,4755,3,2019
8100,025 - Brunswick,21,5501,5,2019
9213,025 - Brunswick,18,3692,11,2019
10207,025 - Brunswick,12,2642,10,2019
11201,025 - Brunswick,19,3684,9,2019
262,025 - Brunswick,18,4467,4,2020
1383,025 - Brunswick,16,5171,8,2020
2379,025 - Brunswick,14,4114.6,12,2020
3249,025 - Brunswick,16,4539,2,2020
4244,025 - Brunswick,20,4274,1,2020
5363,025 - Brunswick,17,6879,7,2020
6233,025 - Brunswick,18,9398,6,2020
7229,025 - Brunswick,18,4375,3,2020
8225,025 - Brunswick,18,5685,5,2020
9337,025 - Brunswick,15,4534.21,11,2020
10331,025 - Brunswick,20,5248,10,2020
11325,025 - Brunswick,21,6301,9,2020
387,025 - Brunswick,16,4472,4,2021
1506,025 - Brunswick,24,9714.34,8,2021
2499,025 - Brunswick,36,15048.12,12,2021
3374,025 - Brunswick,14,2599,2,2021
4369,025 - Brunswick,12,3769,1,2021
5484,025 - Brunswick,19,7146.19,7,2021
6355,025 - Brunswick,19,5770.18,6,2021
7354,025 - Brunswick,16,3759,3,2021
8344,025 - Brunswick,16,4917,5,2021
9459,025 - Brunswick,36,11548.66,11,2021
10452,025 - Brunswick,29,9707.12,10,2021
11448,025 - Brunswick,27,9253.52,9,2021
508,025 - Brunswick,43,17744.73,4,2022
1631,025 - Brunswick,40,17537.94,8,2022
2625,025 - Brunswick,49,34841.67,12,2022
3494,025 - Brunswick,38,13386.66,2,2022
4489,025 - Brunswick,37,16124.58,1,2022
5608,025 - Brunswick,45,19023.71,7,2022
6478,025 - Brunswick,42,17512.74,6,2022
7475,025 - Brunswick,38,13655.09,3,2022
8465,025 - Brunswick,40,14893.55,5,2022
9584,025 - Brunswick,46,29359.4,11,2022
10577,025 - Brunswick,38,15501.18,10,2022
11573,025 - Brunswick,39,15424.54,9,2022
633,025 - Brunswick,55,37011.83,4,2023
1756,025 - Brunswick,51,37649.3,8,2023
2749,025 - Brunswick,52,36314.8,12,2023
3619,025 - Brunswick,49,34904.02,2,2023
4615,025 - Brunswick,50,38512.83,1,2023
5733,025 - Brunswick,50,40886.6,7,2023
6603,025 - Brunswick,52,39125.52,6,2023
7600,025 - Brunswick,52,31895.63,3,2023
8590,025 - Brunswick,54,33253.16,5,2023
9708,025 - Brunswick,53,37412.48,11,2023
10702,025 - Brunswick,55,36083.89,10,2023
11698,025 - Brunswick,53,38280.95,9,2023
758,025 - Brunswick,56,40502.73,4,2024
1882,025 - Brunswick,65,54297.99,8,2024
2876,025 - Brunswick,62,43812,12,2024
3744,025 - Brunswick,59,46754.99,2,2024
4738,025 - Brunswick,53,38308.4,1,2024
