"","X","STATE_NAME","STATE_ABBREVIATION","COUNTY_NAME","COUNTY_FIPS_CODE","STUDYYEAR","EMR_16","FEMR_16","MEMR_16","EMR_20to64","FEMR_20to64","MEMR_20to64","UNR_16","FUNR_16","MUNR_16","UNR_20to64","FUNR_20to64","MUNR_20to64","FLFPR_20to64","FLFPR_20to64_UNDER6","FLFPR_20to64_6to17","FLFPR_20to64_UNDER6_6to17","MLFPR_20to64","PR_F","PR_P","MHI","MFI","MFI_2022","ME","FME","MME","MHI_2022","ME_2022","FME_2022","MME_2022","TOTALPOP","ONERACE","ONERACE_W","ONERACE_B","ONERACE_I","ONERACE_A","ONERACE_H","ONERACE_OTHER","TWORACES","HISPANIC","HOUSEHOLDS","H_UNDER6_BOTHWORK","H_UNDER6_FWORK","H_UNDER6_MWORK","H_UNDER6_SINGLEM","H_6to17_BOTHWORK","H_6to17_FWORK","H_6to17_MWORK","H_6to17_SINGLEM","EMP_M","MEMP_M","FEMP_M","EMP_SERVICE","MEMP_SERVICE","FEMP_SERVICE","EMP_SALES","MEMP_SALES","FEMP_SALES","EMP_N","MEMP_N","FEMP_N","EMP_P","MEMP_P","FEMP_P","iEMR_16","iFEMR_16","iMEMR_16","iEMR_20to64","iFEMR_20to64","iMEMR_20to64","iUNR_16","iFUNR_16","iMUNR_16","iUNR_20to64","iFUNR_20to64","iMUNR_20to64","iFLFPR_20to64","iFLFPR_20to64_UNDER6","iFLFPR_20to64_6to17","iFLFPR_20to64_UNDER6_6to17","iMLFPR_20to64","iPR_F","iPR_P","iMHI","iMFI","iME","iFME","iMME","iMHI_2022","iMFI_2022","iME_2022","iFME_2022","iMME_2022","iTOTALPOP","iONERACE","iONERACE_W","iONERACE_B","iONERACE_I","iONERACE_A","iONERACE_H","iONERACE_OTHER","iTWORACES","iHISPANIC","iHOUSEHOLDS","iH_UNDER6_BOTHWORK","iH_UNDER6_FWORK","iH_UNDER6_MWORK","iH_UNDER6_SINGLEM","iH_6to17_BOTHWORK","iH_6to17_FWORK","iH_6to17_MWORK","iH_6to17_SINGLEM","iEMP_M","iMEMP_M","iFEMP_M","iEMP_SERVICE","iMEMP_SERVICE","iFEMP_SERVICE","iEMP_SALES","iMEMP_SALES","iFEMP_SALES","iEMP_N","iMEMP_N","iFEMP_N","iEMP_P","iMEMP_P","iFEMP_P","MCBto5","MC6to11","MC12to17","MC18to23","MC24to29","MC30to35","MC36to41","MC42to47","MC48to53","MC54toSA","MCSA","MFCCBto5","MFCC6to11","MFCC12to17","MFCC18to23","MFCC24to29","MFCC30to35","MFCC36to41","MFCC42to47","MFCC48to53","MFCC54toSA","MFCCSA","X_75CBto5","X_75C6to11","X_75C12to17","X_75C18to23","X_75C24to29","X_75C30to35","X_75C36to41","X_75C42to47","X_75C48to53","X_75C54toSA","X_75CSA","X_75FCCBto5","X_75FCC6to11","X_75FCC12to17","X_75FCC18to23","X_75FCC24to29","X_75FCC30to35","X_75FCC36to41","X_75FCC42to47","X_75FCC48to53","X_75FCC54toSA","X_75FCCSA","iMCBto5","iMC6to11","iMC12to17","iMC18to23","iMC24to29","iMC30to35","iMC36to41","iMC42to47","iMC48to53","iMC54toSA","iMCSA","iMFCCBto5","iMFCC6to11","iMFCC12to17","iMFCC18to23","iMFCC24to29","iMFCC30to35","iMFCC36to41","iMFCC42to47","iMFCC48to53","iMFCC54toSA","iMFCCSA","i_75CBto5","i_75C6to11","i_75C12to17","i_75C18to23","i_75C24to29","i_75C30to35","i_75C36to41","i_75C42to47","i_75C48to53","i_75C54toSA","i_75CSA","i_75FCCBto5","i_75FCC6to11","i_75FCC12to17","i_75FCC18to23","i_75FCC24to29","i_75FCC30to35","i_75FCC36to41","i_75FCC42to47","i_75FCC48to53","i_75FCC54toSA","i_75FCCSA","MCINFANT","MCInfant_flag","MCTODDLER","MCToddler_flag","MCPRESCHOOL","MCPreschool_flag","X_75CINFANT","X_75CInfant_flag","X_75CTODDLER","X_75CToddler_flag","X_75CPRESCHOOL","X_75CPreschool_flag","MFCCINFANT","MFCCInfant_flag","MFCCTODDLER","MFCCToddler_flag","MFCCPRESCHOOL","MFCCPreschool_flag","X_75FCCINFANT","X_75FCCInfant_flag","X_75FCCTODDLER","X_75FCCToddler_flag","X_75FCCPRESCHOOL","X_75FCCPreschool_flag","STATE_FIPS","EMR_16_STATE","FEMR_16_STATE","MEMR_16_STATE","EMR_20to64_STATE","FEMR_20to64_STATE","MEMR_20to64_STATE","UNR_16_STATE","FUNR_16_STATE","MUNR_16_STATE","UNR_20to64_STATE","FUNR_20to64_STATE","MUNR_20to64_STATE","FLFPR_20to64_STATE","FLFPR_20to64_UNDER6_STATE","FLFPR_20to64_6to17_STATE","FLFPR_20to64_UNDER6_6to17_STATE","MLFPR_20to64_STATE","PR_F_STATE","PR_P_STATE","MHI_STATE","MFI_STATE","MFI_2022_STATE","ME_STATE","FME_STATE","MME_STATE","MHI_2022_STATE","ME_2022_STATE","FME_2022_STATE","MME_2022_STATE","TOTALPOP_STATE","ONERACE_STATE","ONERACE_W_STATE","ONERACE_B_STATE","ONERACE_I_STATE","ONERACE_A_STATE","ONERACE_H_STATE","ONERACE_OTHER_STATE","TWORACES_STATE","HISPANIC_STATE","HOUSEHOLDS_STATE","H_UNDER6_BOTHWORK_STATE","H_UNDER6_FWORK_STATE","H_UNDER6_MWORK_STATE","H_UNDER6_SINGLEM_STATE","H_6to17_BOTHWORK_STATE","H_6to17_FWORK_STATE","H_6to17_MWORK_STATE","H_6to17_SINGLEM_STATE","EMP_M_STATE","MEMP_M_STATE","FEMP_M_STATE","EMP_SERVICE_STATE","MEMP_SERVICE_STATE","FEMP_SERVICE_STATE","EMP_SALES_STATE","MEMP_SALES_STATE","FEMP_SALES_STATE","EMP_N_STATE","MEMP_N_STATE","FEMP_N_STATE","EMP_P_STATE","MEMP_P_STATE","FEMP_P_STATE","iEMR_16_STATE","iFEMR_16_STATE","iMEMR_16_STATE","iEMR_20to64_STATE","iFEMR_20to64_STATE","iMEMR_20to64_STATE","iUNR_16_STATE","iFUNR_16_STATE","iMUNR_16_STATE","iUNR_20to64_STATE","iFUNR_20to64_STATE","iMUNR_20to64_STATE","iFLFPR_20to64_STATE","iFLFPR_20to64_Under6_STATE","iFLFPR_20to64_6to17_STATE","iFLFPR_20to64_Under6_6to17_STATE","iMLFPR_20to64_STATE","iPR_F_STATE","iPR_P_STATE","iMHI_STATE","iMFI_STATE","iME_STATE","iFME_STATE","iMME_STATE","iMHI_2022_STATE","iMFI_2022_STATE","iME_2022_STATE","iFME_2022_STATE","iMME_2022_STATE","iTOTALPOP_STATE","iONERACE_STATE","iONERACE_W_STATE","iONERACE_B_STATE","iONERACE_I_STATE","iONERACE_A_STATE","iONERACE_H_STATE","iONERACE_OTHER_STATE","iTWORACES_STATE","iHISPANIC_STATE","iHOUSEHOLDS_STATE","iH_UNDER6_BOTHWORK_STATE","iH_UNDER6_FWORK_STATE","iH_UNDER6_MWORK_STATE","iH_UNDER6_SINGLEM_STATE","iH_6to17_BOTHWORK_STATE","iH_6to17_FWORK_STATE","iH_6to17_MWORK_STATE","iH_6to17_SINGLEM_STATE","iEMP_M_STATE","iMEMP_M_STATE","iFEMP_M_STATE","iEMP_SERVICE_STATE","iMEMP_SERVICE_STATE","iFEMP_SERVICE_STATE","iEMP_SALES_STATE","iMEMP_SALES_STATE","iFEMP_SALES_STATE","iEMP_N_STATE","iMEMP_N_STATE","iFEMP_N_STATE","iEMP_P_STATE","iMEMP_P_STATE","iFEMP_P_STATE","POPPCT_URB","Urban"
"11",11,"Virginia","VA","Accomack County",51001,2018,51.9,46,58.3,69,63.4,74.7,4.2,4.6,3.8,4.3,5,3.8,66.9,51.4,76.5,71.8,78.4,11.8,19.9,43210,54984,64881,27643,24799,30546,50988,32619,29263,36044,32742,99,68.3,29.2,0.5,0.2,0,0.7,1,9,13401,479,524,42,875,1413,817,37,1639,30.7,24.4,37.8,17.4,13.1,22.5,16.6,9.8,24.5,14.8,25.4,2.6,20.5,27.3,12.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,165,165,165,150,115,115,115,115,115,115,105,100,100,100,85,85,85,85,85,85,85,85,180,180,180,180,125,125,125,125,125,125,120,100,100,100,90,85,85,85,85,85,85,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2,115,1,115,1,180,1,125,1,125,1,100,2,85,1,85,1,100,2,85,1,85,1,51,61,57.2,64.9,74.3,71.1,77.6,4.2,4.3,4.1,3.9,4,3.7,74.8,72.1,79.8,65.2,84.2,7.1,10.7,72577,88929,104936,39324,32079,45839,85641,46402,37853,54090,8517685,95.9,67.4,19.2,0.3,6.5,0.1,2.5,4.1,9.5,3175524,245663,140317,9658,139551,564957,210485,25866,298594,44.7,41.6,48,16.4,13.6,19.5,19.7,14,25.8,8.3,15.1,0.9,11,15.8,5.9,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0964594618860922,0
"12",12,"Virginia","VA","Accomack County",51001,2019,51.5,45.9,57.7,68.2,61.9,74.9,3.9,5.1,2.9,4,5.4,2.7,65.5,60.7,70.9,61.2,79,11.9,19,46073,57711,66945,27061,24796,30320,53445,31391,28763,35171,32673,99,68.2,28.6,0.5,0.8,0,0.9,1,9,13438,548,540,44,884,1380,820,48,1616,28.3,22,35.6,16.5,13.8,19.7,17.3,9.5,26.3,15.4,27,2,22.5,27.7,16.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,168.33,168.33,168.33,151.67,110,110,110,110,110,110,100,83.33,83.33,83.33,75,80,80,80,80,80,80,85,186.67,186.67,186.67,190,120,120,120,120,120,120,115,100,100,100,85,85,85,85,85,85,85,88.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,168.33,2,110,1,110,1,186.67,2,120,1,120,1,83.33,2,80,1,80,1,100,2,85,1,85,1,51,61.5,58.5,64.6,74.8,72.7,77.1,4,4.1,3.9,3.6,3.7,3.4,76.3,75.7,80.5,69.6,83.9,6.5,9.9,76456,93497,108457,40405,33628,46552,88689,46870,39008,54000,8535519,96.2,67,19.4,0.3,6.6,0.1,2.9,3.8,9.7,3191847,263423,124776,9100,132483,561540,203854,24241,295450,45.4,42,49,17.1,14.3,20.1,19,13.5,24.8,7.8,14.6,0.8,10.7,15.7,5.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0964594618860922,0
"13",13,"Virginia","VA","Accomack County",51001,2020,51.3,46.5,56.5,68.9,63.9,74.2,3.8,4.8,2.8,3.5,4.5,2.6,67.1,60.4,76.8,67.3,77.4,13.5,19.8,46178,57143,65715,26973,24982,31524,53105,31019,28729,36253,32560,97.1,66.9,28.8,0.1,0.7,0,0.5,2.9,8.8,13641,573,428,41,855,1781,643,27,1507,26.9,22,32.4,15.4,12.4,18.9,19.6,11.1,29.3,13.7,24,2.2,24.3,30.6,17.3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171.67,171.67,171.67,153.33,105,105,105,105,105,105,95,100,100,100,85,75,75,75,75,75,75,85,193.33,193.33,193.33,200,115,115,115,115,115,115,110,100,100,100,90,85,85,85,85,85,85,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171.67,2,105,1,105,1,193.33,2,115,1,115,1,100,2,75,1,75,1,100,2,85,1,85,1,51,61,57.6,64.6,74.2,71.4,77.1,4.6,4.6,4.7,4.2,4.3,4.2,75.4,73.7,79.6,68.4,84.4,6.8,10,76398,93284,107277,40573,33347,47627,87858,46659,38349,54771,8509358,95.2,66.3,19,0.3,6.7,0.1,2.8,4.8,9.5,3184121,256341,137506,10682,136451,563345,211811,29024,288131,45.3,42.1,48.7,16.4,13.9,19.1,19.8,13.8,26.1,8,14.8,0.8,10.5,15.4,5.3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0964594618860922,0
"14",14,"Virginia","VA","Accomack County",51001,2021,52.4,48.8,56.2,69,66.5,71.6,3.9,5,2.8,3.5,4.3,2.7,69.6,58.2,74.5,82,75.4,12,16.9,50601,63763,69502,29935,26419,33862,55155,32629,28797,36910,33388,95,64.5,28.5,0.3,0.8,0,1,5,9.1,14152,563,277,43,960,1725,536,110,1480,25.6,22.1,29.4,20.7,15.2,26.5,18.2,9.7,27.3,12.3,21.9,2,23.2,31,14.8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,60.3,56.7,64,73.9,71.2,76.7,4.8,5,4.6,4.5,4.8,4.3,75.8,72.8,80.6,66.8,84,6.9,10.2,80963,100763,109832,43963,36901,51234,88250,47920,40222,55845,8642274,90.5,60.8,18.4,0.4,6.8,0.1,4,9.5,10.2,3331461,248255,130212,10152,124205,577484,217779,29981,299900,48.3,45.2,51.7,15.4,12.8,18.2,18.3,13.1,23.9,7.5,13.6,0.9,10.6,15.4,5.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0964594618860922,0
"15",15,"Virginia","VA","Accomack County",51001,2022,52.6,50,55.4,69.7,67.7,71.7,3.7,4.9,2.6,3.3,4.2,2.4,70.7,63.1,78.1,80.6,75.2,10.7,15.9,52694,69408,69408,32894,27129,39995,52694,32894,27129,39995,33367,93.7,62.5,28.4,0.2,0.8,0,1.7,6.3,9.2,14252,490,257,56,919,1591,593,165,1645,24.7,22.7,26.7,19.5,13,26.2,19.6,8.9,30.7,14,24.7,2.8,22.3,30.7,13.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,189.81,189.81,189.81,171.59,131.55,131.55,120.85,120.85,120.85,120.85,115.95,122.75,122.75,122.75,98.84,105.44,105.44,102.51,102.51,102.51,102.51,102.51,196.51,196.51,196.51,200.15,138.99,138.99,134.23,134.23,134.23,134.23,128.21,138.38,138.38,138.38,117.07,117.94,117.94,112.92,112.92,112.92,112.92,110.53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,189.81,1,131.55,1,120.85,1,196.51,1,138.99,1,134.23,1,122.75,1,105.44,1,102.51,1,138.38,1,117.94,1,112.92,1,51,61,57.6,64.6,75.2,72.6,77.7,3.6,3.4,3.8,3.3,3.2,3.4,76.2,74,82.5,68.3,84.5,7.4,10.6,85873,107101,107101,48178,40560,55333,85873,48178,40560,55333,8683619,90.8,60.2,18.7,0.3,7,0.1,4.5,9.2,10.4,3380607,248871,121393,10241,129878,575344,196795,32133,294895,49.1,45.8,52.7,15,12.5,17.7,18.4,13.6,23.7,7.3,13.4,0.8,10.2,14.8,5.2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0964594618860922,0
"16",16,"Virginia","VA","Albemarle County",51003,2008,62.7,58.4,67.5,76.8,72.5,81.4,3.5,3.9,3,2.9,3.2,2.6,75,69.7,82.3,76.1,83.8,4.7,8.1,63562,84581,114184,31720,27549,34785,85809,42822,37191,46960,92861,98.1,82.6,9.7,0,4.7,0,1.1,1.9,3.6,37370,2634,1552,0,1470,6628,2606,314,2645,54.3,52.2,56.5,11.9,9.4,14.5,20.7,15.2,26.3,8.5,15.8,0.8,4.7,7.4,1.8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,62.9,59,67.1,74.5,71.4,77.6,4.9,4.9,5,4.3,4.3,4.2,74.6,71.3,72.1,83.1,81,7.3,10.2,61233,73192,98809,32591,26607,40012,82665,43998,35919,54016,7769089,97.9,70.8,19.6,0.3,4.8,0.1,2.3,2.1,6.8,2961083,252781,149075,8908,135200,539328,219442,22301,274479,40.4,38.2,42.7,15.8,12.7,19,23.8,15.8,32.4,9.7,17.9,0.8,10.4,15.4,5.1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5962542817741,1
"17",17,"Virginia","VA","Albemarle County",51003,2009,61.6,57.3,66.4,75.5,71.1,80.2,3.6,3.6,3.7,3,2.8,3.2,73.3,65.6,81,74.9,83.2,4.7,8,64306,84351,115561,32009,28087,37352,88099,43852,38479,51172,92866,98.1,82.9,9.6,0.1,4.5,0,1.1,1.9,3.7,36894,2679,2003,57,1145,6762,3296,339,2203,53.9,52.3,55.6,13.3,10.6,16.1,20.3,15.3,25.5,8.1,15.1,0.7,4.4,6.7,2.1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,210.5,210.5,210.5,192,172,172,172,172,172,172,174,140,140,140,125,97.5,97.5,97.5,97.5,97.5,97.5,100,228.5,228.5,228.5,214,191.5,191.5,191.5,191.5,191.5,191.5,187.15,155,155,155,142.5,123.5,123.5,123.5,123.5,123.5,123.5,125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,210.5,2,172,1,172,1,228.5,2,191.5,1,191.5,1,140,2,97.5,1,97.5,1,155,2,123.5,1,123.5,1,51,60.5,57,64.3,72.3,69.4,73.9,7.4,6.9,7.9,6.6,6.2,7,74,71.3,71.2,82.1,80.9,7.5,10.5,59330,71270,97640,31968,26700,38274,81282,43796,36579,52435,7882590,97.6,70.4,19.6,0.3,5,0.1,2.2,2.4,7.2,2971489,242753,161544,9394,143100,534873,230975,25452,284262,41.5,39.6,43.6,15.8,12.9,18.8,23.7,16.1,31.8,9.3,17.2,1,9.6,14.1,4.8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5962542817741,1
"18",18,"Virginia","VA","Albemarle County",51003,2010,61.6,56.8,66.9,76.3,71.5,81.5,4.2,4.1,4.3,3.6,3.5,3.7,74.3,67,79.9,74,85,4.9,8.1,64847,83894,114096,29015,22253,34412,88192,39460,30264,46800,96633,97.9,82.3,9.9,0.2,4.3,0,1.2,2.1,5,37459,2827,1947,110,1127,7125,3199,412,2726,52.6,50.9,54.4,13.4,10.1,17,20.2,14.8,25.9,9.2,17.1,0.8,4.6,7.1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,223,223,223,203,184,184,184,184,184,184,172,135,135,135,125,100,100,100,100,100,100,100,241,241,241,225,206,206,206,206,206,206,185,150,150,150,140,125,125,125,125,125,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,2,184,1,184,1,241,2,206,1,206,1,135,2,100,1,100,1,150,2,125,1,125,1,51,59.7,56.8,62.9,71.4,69,73.9,7.9,7.3,8.5,7.3,6.6,7.9,74.6,69.3,70.1,80.8,83.6,7.7,11.1,49406,72476,98567,32527,27072,40326,67192,44237,36818,54843,8024617,97.3,69.5,19.6,0.3,5.5,0.1,2.4,2.7,7.9,2992732,236623,141072,10237,158892,550923,216713,26813,302394,42.1,39.8,44.4,16.2,13.3,19.3,23.4,16.3,30.8,8.7,16.4,0.7,9.6,14.2,4.8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5962542817741,1
"19",19,"Virginia","VA","Albemarle County",51003,2011,60.4,56.5,64.8,74.9,70.4,79.8,4.3,4.3,4.4,3.6,3.5,3.8,73.2,67.4,79.6,73.6,83.3,5.1,8.8,65934,88106,115419,33964,27941,40094,86374,44493,36603,52523,97978,97.7,82.3,10.1,0.2,4.4,0,0.7,2.3,5.2,37398,2880,1893,78,1213,6915,3465,476,2830,52.4,51.3,53.5,14.7,10.4,19.2,19.9,15.4,24.6,8.2,15.7,0.6,4.7,7.3,2.2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,235.5,235.5,235.5,214,196,196,196,196,196,196,170,130,130,130,125,102.5,102.5,102.5,102.5,102.5,102.5,100,253.5,253.5,253.5,236,220.5,220.5,220.5,220.5,220.5,220.5,191.5,145,145,145,137.5,126.5,126.5,126.5,126.5,126.5,126.5,125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,235.5,2,196,1,196,1,253.5,2,220.5,1,220.5,1,130,2,102.5,1,102.5,1,145,2,126.5,1,126.5,1,51,59.8,56.2,63.8,71.3,68,74.6,7.6,7.3,7.8,7,6.9,7.1,73.7,69.4,69.7,80.3,83.9,8.2,11.5,61882,74500,97595,32993,27575,40286,81065,43221,36123,52775,8096604,97,69.4,19.5,0.3,5.6,0.1,2.1,3,8,2990650,241012,149253,9233,155026,530803,239222,29802,289812,42.3,39.6,45.2,17,14.5,19.6,22.9,16.4,29.9,8.5,15.6,0.8,9.4,14,4.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5962542817741,1
"20",20,"Virginia","VA","Albemarle County",51003,2012,58.9,54.9,63.4,74.1,40.2,78.6,4.4,4.6,4.2,3.9,3.8,3.9,73,64.1,78.8,73,82.3,5.5,8.9,67797,89768,115801,34465,28139,41329,87458,44460,36299,53314,99484,97.2,81.8,9.8,0.3,4.3,0,1,2.8,5.4,37549,2735,1965,142,1230,7179,3315,519,2648,51.9,51.4,52.5,14.8,11.1,18.7,19.6,14,25.3,8.5,16,0.7,5.2,7.5,2.9,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,248,248,248,225,208,208,208,208,208,208,168,125,125,125,125,105,105,105,105,105,105,100,266,266,266,247,235,235,235,235,235,235,198,140,140,140,135,128,128,128,128,128,128,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,2,208,1,208,1,266,2,235,1,235,1,125,1,105,1,105,1,140,2,128,1,128,1,51,60.2,56.9,63.7,72.2,75,69.4,6.9,6.6,7.3,6.3,6.1,6.5,74.6,69,69,79.5,83.7,8.6,11.7,61741,74485,96086,28629,38017,44776,79646,36931,49042,57761,8185867,96.8,69.2,19.3,0.3,5.7,0.1,2.3,3.2,8.4,3038967,179893,158207,9538,113325,431947,226260,31887,226219,41.9,39.5,44.5,16.9,14.1,20,23.1,16.4,30.2,8.5,15.8,0.8,9.6,14.3,4.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5962542817741,1
